record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,units_sold
167,26/10/11,8174,217802,11.0275,11.35,0,0,2
168,19/09/29,8133,217807,18.4139,17.62,0,0,3
169,20/11/01,8033,217189,19.7659,18.91,0,0,3
170,19/05/12,8192,217437,251.4705,290.71,1,0,0
171,20/07/26,8098,217192,169.1554,165.25,0,0,0
172,23/03/26,8063,216768,170.9908,154.36,0,0,1
173,25/11/16,8086,216123,42.4455,40.94,0,0,1
174,23/09/03,8080,217573,37.3862,33.81,0,0,1
175,24/09/15,8065,216881,7.0879,6.66,0,0,2
176,23/08/13,8158,216760,10.7403,11.22,1,0,10
177,26/10/11,8082,217772,188.7287,195.45,0,0,0
178,19/10/20,8189,217121,46.3551,43.02,0,0,2
179,19/10/27,8181,217083,318.2033,284.96,0,0,1
180,26/05/10,8091,217042,60.8966,56.4,0,0,0
181,23/06/18,8135,217147,19.8897,23.45,1,0,7
182,26/01/18,8169,216225,14.8995,15.36,0,0,4
183,19/11/17,8168,217978,227.281,214.76,0,0,0
184,24/12/08,8186,216611,25.0975,22.81,0,0,0
185,22/09/11,8167,216323,9.273,9.1,0,0,7
186,22/01/09,8149,217929,16.6155,15.62,0,0,1
187,19/09/29,8151,217040,72.5246,70.3,0,0,1
188,23/08/13,8037,217783,9.1064,8.62,0,0,8
189,17/01/08,8129,217103,7.0407,7.27,0,0,7
190,22/10/23,8124,216596,37.1817,32.56,0,0,1
191,21/11/07,8040,217883,7.3173,7.04,0,0,6
192,25/08/31,8018,217479,24.7134,24.98,0,0,1
193,17/09/10,8104,216540,19.3218,18.74,0,0,1
194,20/01/19,8129,216645,26.9404,24.84,0,0,5
195,17/02/26,8091,216989,34.5861,36.84,0,1,3
196,21/06/13,8095,216705,10.3856,10.68,0,0,4
197,18/11/18,8061,216630,29.6942,30.6,0,0,1
198,20/12/20,8015,217401,25.0701,21.97,0,0,2
199,19/06/30,8093,216878,140.0403,129.85,0,0,1
200,24/09/22,8149,216190,90.711,85.95,0,0,1
201,19/11/24,8141,217950,173.6014,178.03,0,0,0
202,18/01/07,8115,217688,81.7825,77.37,0,0,0
203,19/04/14,8055,216854,7.8263,8.21,1,0,14
204,25/01/12,8064,216490,43.7628,39.87,0,0,1
205,25/01/26,8172,216404,110.6914,104.52,0,0,0
206,18/12/23,8053,217295,166.6638,156.89,0,0,1
207,21/11/07,8193,217667,10.5011,10.5,1,0,13
208,21/05/02,8085,216874,13.2657,12.49,0,0,5
209,19/02/17,8173,216429,167.1617,170.67,0,0,2
210,26/10/04,8160,216519,34.9719,36.48,0,0,3
211,26/01/18,8049,217669,34.6715,31.87,0,0,0
212,18/11/18,8104,216892,33.4283,37.81,1,0,1
213,19/12/01,8021,217407,10.527,10.17,0,0,5
214,23/06/18,8039,216820,61.4931,65.31,0,0,1
215,20/02/09,8038,216886,139.6681,136.67,0,0,1
216,20/01/26,8104,217215,160.0211,153.95,0,0,0
217,24/08/11,8168,217626,6.4906,5.66,0,0,4
218,22/04/17,8067,216434,98.2446,93.47,0,0,0
219,26/08/23,8006,217784,7.8517,7.26,0,0,2
220,24/06/30,8084,217787,227.6247,261.94,1,0,0
221,19/07/28,8198,216062,40.0891,36.01,0,0,3
222,20/09/20,8131,217239,110.6507,119.61,0,0,0
223,24/09/01,8075,216133,66.6768,63.79,0,0,2
224,17/08/13,8090,216957,259.0977,246.41,0,0,0
225,25/10/19,8186,216618,284.4774,269.33,0,0,0
226,25/12/28,8083,217184,15.8766,15.66,0,0,4
227,24/03/03,8153,217281,39.9311,36.11,0,0,1
228,17/05/28,8030,216424,41.1726,39.41,0,0,3
229,17/09/17,8098,217551,10.8118,10.35,0,0,4
230,21/05/23,8196,216357,213.7301,202.45,0,0,0
231,23/12/24,8051,217398,22.5961,20.92,0,0,4
232,25/05/18,8111,217594,7.5627,7.15,0,0,6
233,22/05/29,8071,217032,9.9424,9.41,0,0,7
234,17/07/02,8020,217010,45.6681,40.9,0,0,0
235,21/04/25,8015,216196,188.3267,184.82,0,1,0
236,22/04/17,8178,217140,68.7743,65.47,0,0,2
237,22/06/05,8015,217033,11.8743,12.05,0,0,9
238,26/03/15,8145,216861,15.377,16.86,1,0,12
239,25/08/31,8174,216518,317.6709,271.95,0,0,0
240,26/11/15,8055,216348,6.512,6.21,0,1,17
241,20/08/30,8155,217729,285.9736,293.13,0,0,0
242,17/12/03,8081,217427,233.9652,204.04,0,0,0
243,26/10/18,8077,217658,83.8273,80.43,0,0,0
244,17/04/23,8183,216574,228.9544,237.75,0,0,0
245,20/04/12,8036,217027,8.7813,9.33,0,0,5
246,21/03/14,8143,217819,250.1763,237.16,0,0,0
247,20/01/05,8192,216327,12.243,11.94,0,0,7
248,26/02/15,8059,217785,53.5999,46.8,0,0,1
249,17/11/12,8188,216511,41.8184,36.99,0,0,1
250,24/02/18,8010,216930,43.9702,40.76,0,0,3
251,26/11/29,8125,216129,16.1884,14.94,0,0,2
252,18/11/18,8065,217960,137.666,122.2,0,0,0
253,17/09/10,8125,217947,110.6408,104.57,0,0,0
254,22/05/08,8031,216586,244.4107,248.46,0,0,0
255,23/09/03,8146,216483,44.757,39.85,0,0,0
256,26/07/05,8055,217864,49.6991,47.16,0,0,1
257,22/10/09,8004,216357,197.0909,201.98,1,0,0
258,20/06/14,8130,216384,211.5122,215.71,0,0,1
259,18/11/18,8155,216253,76.188,71.44,0,0,0
260,19/03/17,8089,217946,140.395,143.8,0,0,1
261,20/08/23,8093,216834,44.06,39.55,0,0,2
262,21/10/31,8071,217190,23.0933,24.5,0,0,1
263,20/01/26,8099,217736,129.747,171.95,1,1,3
264,21/11/21,8028,217703,127.5559,120.52,0,0,0
265,23/03/05,8058,216795,12.2885,13.49,0,0,3
266,19/06/09,8024,216468,6.4264,6.08,0,0,6
267,17/04/30,8149,217883,53.776,50.66,0,0,4
268,23/03/05,8096,216492,150.834,156.85,0,0,2
269,22/07/03,8100,216919,14.2972,13.76,0,0,4
270,19/12/15,8116,217361,119.6703,115.75,0,0,0
271,26/05/17,8198,216050,27.6357,27.24,0,0,7
272,24/05/19,8022,217079,16.0037,19.77,1,0,4
273,18/12/23,8069,216072,9.5461,10.15,0,0,3
274,24/07/07,8078,217817,246.2557,229.24,0,0,1
275,21/09/12,8078,216599,12.4474,12.6,0,0,3
276,20/05/10,8167,216051,15.613,15.68,0,0,7
277,17/09/24,8097,216124,20.3102,19.43,0,0,0
278,26/02/15,8013,216261,17.4886,16.04,0,0,2
279,24/10/20,8028,216954,9.1501,9.74,0,0,5
280,26/09/06,8143,217908,21.3671,21.34,0,1,4
281,17/09/03,8086,217803,33.2275,34.5,0,1,3
282,17/05/14,8009,217598,47.7085,47.87,0,0,0
283,23/02/19,8046,217571,9.5876,9.49,0,0,2
284,26/10/18,8003,217544,136.4322,121.59,0,0,0
285,24/08/25,8011,216329,18.4461,17.9,0,0,5
286,26/01/04,8041,217346,235.4373,214.4,0,0,0
287,19/09/22,8003,216240,18.5299,19.27,0,0,1
288,18/09/30,8083,217308,162.1075,171.12,0,0,1
289,23/10/08,8091,217862,23.5503,21.18,0,0,1
290,17/12/17,8091,217625,41.096,39.67,0,0,1
291,20/08/16,8005,217287,20.4538,22.97,1,0,6
292,19/05/19,8141,217322,20.4633,24.39,1,0,2
293,19/11/10,8034,217228,61.4567,62.94,1,0,2
294,23/01/01,8174,216290,85.2896,85.33,0,0,0
295,23/07/16,8185,216210,180.416,176.52,0,0,0
296,22/10/30,8064,217389,42.5907,51.38,0,1,0
297,18/01/07,8146,217813,13.4439,12.15,0,0,2
298,25/06/29,8056,217487,231.5443,287.47,1,0,0
299,22/01/16,8192,216718,79.5348,82.19,0,0,0
300,17/12/31,8012,216321,25.1883,23.19,0,0,5
301,17/01/29,8135,216357,289.3774,263.38,0,0,0
302,18/12/16,8017,216916,273.7941,253.09,0,1,0
303,20/09/27,8162,216093,7.3907,6.92,0,0,9
304,23/09/10,8086,216710,5.4104,5.42,0,0,10
305,17/11/19,8113,217886,5.6948,6.0,0,0,8
306,22/02/20,8025,216168,82.1736,82.71,0,0,0
307,24/01/28,8165,217320,92.9891,91.84,0,0,3
308,19/01/06,8065,217968,97.5021,96.92,0,0,0
309,19/04/14,8025,217762,72.8936,66.01,0,0,0
310,18/02/04,8125,216515,18.9129,16.09,0,0,2
311,23/08/13,8056,216097,9.3863,9.91,0,1,8
312,26/01/25,8024,217728,202.616,223.28,0,0,0
313,19/03/24,8029,217801,210.7949,210.22,0,0,0
314,19/06/02,8134,216349,13.5714,13.49,0,0,3
315,24/07/07,8026,216735,11.3078,9.94,0,0,4
316,18/02/04,8138,216578,24.1304,23.25,0,0,2
317,26/10/25,8100,217673,6.2093,6.1,0,0,6
318,18/10/28,8135,216840,9.1034,9.71,0,0,1
319,19/03/31,8010,216400,23.2135,23.72,0,0,4
320,26/05/03,8125,216750,13.4436,13.29,0,0,3
321,21/07/11,8029,217474,101.1142,102.13,0,0,1
322,22/03/13,8093,217498,168.619,203.29,1,0,1
323,20/08/09,8115,216820,205.0746,206.8,0,0,0
324,25/07/20,8014,217442,60.3232,59.36,0,0,0
325,21/09/19,8183,217027,85.6039,89.1,0,0,0
326,18/06/10,8034,217347,40.523,37.79,0,0,3
327,19/12/08,8038,216368,9.5884,9.12,0,0,3
328,25/04/27,8023,217887,71.6045,67.32,0,0,1
329,18/08/19,8007,217637,23.1509,20.95,0,0,2
330,22/06/12,8042,217418,5.2947,5.12,0,0,10
331,21/03/14,8169,216555,51.8271,52.64,0,0,2
332,18/04/22,8083,217142,11.3571,11.26,0,0,4
333,17/11/19,8168,217723,175.294,188.5,0,0,0
334,18/10/14,8046,217766,197.6104,228.91,1,0,0
335,25/08/31,8025,217004,10.4335,9.71,0,0,5
336,20/11/22,8179,216965,5.8776,5.64,0,0,8
337,21/02/28,8149,217014,5.2461,5.08,0,0,9
338,26/01/25,8132,217213,226.4936,210.14,0,0,0
339,25/04/06,8142,217645,10.1874,9.32,0,0,5
340,23/07/09,8163,217439,31.7495,29.72,0,0,1
341,22/07/10,8100,216813,7.0597,6.32,0,0,10
342,21/11/07,8062,217814,23.7876,23.06,0,0,2
343,23/10/29,8092,216105,119.7146,124.62,0,0,0
344,17/06/04,8176,216164,30.5795,26.43,0,0,3
345,18/11/25,8054,216637,122.3667,119.69,0,0,0
346,20/06/07,8071,217369,88.8742,83.91,0,0,0
347,21/04/04,8059,217121,42.9522,41.57,0,0,1
348,25/06/15,8184,217023,117.671,102.5,0,0,0
349,23/03/19,8028,217509,179.2232,182.88,0,0,0
350,26/11/15,8018,216330,111.8343,128.55,1,0,0
351,17/04/16,8072,217393,92.9865,84.91,0,0,2
352,23/06/04,8137,217465,98.0865,88.49,0,0,0
353,21/12/05,8100,217143,9.7434,9.67,0,1,2
354,26/07/05,8137,217876,266.7256,245.14,0,0,0
355,20/01/19,8056,216298,10.6528,11.61,0,1,10
356,26/02/01,8181,216855,22.2349,20.87,0,0,5
357,24/04/07,8183,217166,42.5133,41.69,0,0,1
358,25/03/02,8067,216706,8.2753,8.38,0,0,3
359,22/02/13,8196,217665,56.2373,56.81,0,0,3
360,24/12/22,8086,217990,11.0858,10.56,0,0,8
361,20/03/15,8102,217924,239.1595,219.21,0,0,0
362,17/10/22,8182,217972,194.0224,190.18,0,0,0
363,22/06/12,8196,217964,49.8593,46.46,0,0,4
364,24/08/04,8071,217639,35.6028,31.49,0,0,1
365,17/03/19,8128,217116,8.4786,7.61,0,0,6
366,22/10/09,8117,217320,157.6087,145.52,0,0,0
367,21/10/31,8139,216446,24.2107,23.63,0,0,2
368,26/07/19,8162,216479,12.5385,13.71,0,1,7
369,17/08/27,8115,216733,310.9903,294.28,0,0,1
370,18/09/16,8081,217735,86.1746,77.14,0,0,1
371,24/12/29,8160,217823,6.1437,6.77,0,0,3
372,19/03/10,8108,216873,134.0369,132.98,0,0,0
373,20/09/27,8152,217281,112.0874,107.97,0,0,0
374,26/08/02,8015,216521,25.3892,25.84,0,0,2
375,26/06/07,8135,217706,6.937,8.3,1,0,13
376,18/06/03,8034,217398,39.3538,38.33,0,1,2
377,24/11/24,8173,217450,122.4605,113.83,0,0,0
378,24/03/10,8138,217124,6.5284,6.83,0,1,9
379,25/01/12,8188,216621,10.356,9.76,0,0,3
380,22/04/17,8043,216758,68.6817,63.03,0,0,2
381,24/07/14,8138,217858,50.6891,49.42,0,0,4
382,25/09/28,8138,216243,197.1173,203.4,0,0,0
383,20/08/30,8149,216022,153.9639,140.54,0,0,1
384,18/11/18,8084,217377,215.6479,215.17,0,0,0
385,18/10/28,8081,216465,30.6753,33.69,0,0,1
386,20/08/16,8189,217248,135.3501,125.83,0,0,0
387,17/09/10,8175,216864,5.5713,6.1,0,1,15
388,24/01/21,8101,217467,17.6684,16.7,0,0,2
389,22/05/01,8062,217797,74.971,69.92,0,0,0
390,21/02/21,8178,216268,106.1032,114.0,1,0,3
391,22/03/20,8172,216532,54.1447,51.69,0,0,4
392,18/03/04,8032,216313,38.397,35.79,0,0,1
393,23/07/16,8059,216119,13.1267,12.99,0,0,1
394,24/08/04,8122,216980,11.2726,10.2,0,0,3
395,17/05/07,8001,217504,170.8226,180.18,0,0,0
396,20/05/17,8140,217947,8.796,8.95,1,0,15
397,24/07/28,8193,217143,31.5541,29.72,0,0,3
398,25/07/06,8056,216709,187.5178,190.03,1,0,2
399,21/06/13,8170,216135,9.3733,9.15,0,1,11
400,18/06/10,8044,217100,8.6534,8.43,0,0,10
401,22/01/23,8030,217377,91.8403,85.18,0,0,0
402,25/09/14,8137,217081,19.9931,19.43,0,0,3
403,24/05/05,8022,216935,29.1307,29.77,0,0,2
404,26/09/06,8028,217109,53.6792,64.77,1,0,1
405,24/01/07,8030,216000,26.4678,23.6,0,0,2
406,19/09/29,8017,216076,142.6924,132.19,0,0,0
407,18/04/22,8010,216960,266.1411,264.22,0,0,0
408,18/11/18,8102,217545,235.159,228.08,0,0,0
409,24/07/28,8046,217467,51.3538,46.65,0,0,1
410,17/06/18,8002,216580,22.1132,21.37,0,0,2
411,25/12/21,8129,216147,29.8449,29.53,0,0,0
412,26/04/05,8181,216573,21.2378,19.32,0,0,3
413,19/11/17,8071,217548,33.8264,30.51,0,0,1
414,19/09/29,8158,216185,5.0088,5.27,1,0,11
415,17/09/24,8135,217700,6.7001,6.27,0,0,2
416,19/01/27,8170,216521,125.7297,117.63,0,0,0
417,17/10/15,8175,217794,18.9219,19.69,0,0,0
418,20/07/19,8129,216161,129.4929,129.28,0,0,0
419,24/08/11,8021,217313,35.6514,35.68,0,0,0
420,21/04/04,8123,217949,131.7724,135.52,1,0,2
421,19/07/14,8132,217444,81.0391,75.67,0,0,0
422,20/02/09,8134,216195,10.8247,11.39,0,0,3
423,21/02/07,8019,216033,25.8549,31.27,1,0,4
424,21/06/27,8076,217695,100.3772,89.41,0,0,0
425,17/02/26,8129,217620,20.4954,19.36,0,0,2
426,18/05/27,8031,217593,11.1704,11.03,0,0,4
427,26/05/31,8089,217896,45.3854,45.6,0,0,1
428,21/10/31,8002,216407,16.1146,15.33,0,0,1
429,21/05/23,8168,217800,55.618,56.99,0,0,6
430,26/12/06,8041,217320,17.7191,15.21,0,0,3
431,20/04/26,8076,217943,229.5282,204.65,0,0,1
432,20/03/15,8172,216536,18.8732,20.44,1,0,6
433,20/03/29,8100,216035,196.3761,205.38,0,0,0
434,24/07/07,8198,217287,14.5889,15.7,0,0,2
435,20/09/13,8144,217405,61.0486,59.4,0,0,1
436,26/11/22,8127,216113,9.6237,8.52,0,0,1
437,17/07/16,8046,217640,132.9877,121.07,0,0,1
438,20/02/23,8196,216604,11.9876,11.35,1,0,16
439,25/01/26,8151,217624,185.4314,171.92,0,0,0
440,23/06/25,8198,216442,33.5286,31.88,0,0,1
441,26/06/28,8122,217186,7.7927,7.36,0,0,5
442,23/12/24,8033,216037,22.0885,22.15,0,0,1
443,23/07/16,8177,216091,101.7764,121.74,1,0,0
444,26/07/26,8041,216630,7.4538,6.83,0,0,2
445,26/10/11,8032,217746,70.8647,64.81,0,0,0
446,23/04/02,8122,216671,42.8629,39.9,0,0,0
447,21/02/21,8026,216100,18.614,17.78,0,0,1
448,22/10/02,8058,217904,120.7966,110.3,0,0,0
449,19/07/07,8146,216506,6.5785,6.2,0,0,2
450,18/04/29,8114,216178,39.9747,38.36,0,0,2
451,21/10/24,8130,216283,36.6817,39.83,0,1,2
452,24/12/08,8198,217975,6.8338,7.12,0,0,4
453,25/07/06,8127,216354,8.738,8.73,0,0,3
454,20/06/21,8119,217927,27.7685,26.75,0,0,3
455,20/03/08,8152,217320,45.7039,44.98,0,0,2
456,18/09/23,8112,217909,6.4298,6.22,0,0,4
457,17/09/24,8014,217558,5.5923,5.25,0,0,11
458,19/05/26,8082,217973,10.9253,11.0,0,0,3
459,25/08/17,8187,216487,37.454,36.84,0,0,0
460,20/04/19,8082,217005,6.456,5.9,0,0,10
461,21/03/14,8022,216278,112.9075,100.64,0,0,1
462,18/02/04,8010,216543,10.9487,9.31,0,0,6
463,26/02/08,8186,216649,124.4723,118.25,0,0,2
464,25/09/21,8115,217616,11.7713,11.56,0,0,3
465,23/11/26,8161,216930,21.6481,20.67,0,0,2
466,17/01/01,8102,216354,36.0741,35.55,0,0,3
467,24/05/26,8006,217342,21.1158,20.72,0,0,3
468,23/08/27,8105,216194,5.7045,5.51,0,0,6
469,20/08/16,8171,216803,214.2961,206.33,0,0,0
470,26/08/30,8191,216092,16.567,16.16,0,0,1
471,20/08/23,8113,216432,8.7561,8.73,0,0,2
472,26/09/20,8022,216557,8.9447,8.6,0,0,1
473,24/01/21,8101,217050,257.0656,270.38,0,1,0
474,24/10/27,8057,217438,9.0727,8.28,0,0,2
475,19/03/24,8019,216161,15.1542,20.66,1,0,7
476,19/07/21,8154,217867,5.1878,6.59,1,0,10
477,18/02/04,8116,216100,74.0953,101.57,1,0,2
478,20/04/19,8187,216698,54.2046,57.56,0,0,0
479,19/11/03,8135,217973,51.4651,44.44,0,0,0
480,18/07/08,8100,217496,185.8027,166.26,0,0,0
481,21/01/24,8194,217729,53.7761,52.29,0,0,1
